track_id,weight
176114,1
176284,0.9736
176184,0.9313
176224,0.9107
176144,0.8713
176174,0.8507
178894,0.8291
176274,0.8214
176304,0.8032
176294,0.7825
178904,0.7801
176084,0.7604
176124,0.748
178684,0.734
176234,0.7292
178944,0.7273
178724,0.7144
176164,0.7076
178914,0.6995
176204,0.6961
176134,0.6899
176214,0.6865
178934,0.6779
176264,0.6735
176254,0.6678
176244,0.663
178964,0.6587
178674,0.6515
178954,0.6515
176314,0.6457
178714,0.5545
178704,0.5444
178924,0.5348
178984,0.5012
178694,0.4926
178974,0.4263
74013,0.0058
176584,0.0043
176664,0.0038
178764,0.0038
178864,0.0034
178844,0.0029
176534,0.0024
176644,0.0024
179054,0.0024
176364,0.0019
176524,0.0019
176544,0.0019
176554,0.0019
176604,0.0019
176634,0.0019
178774,0.0019
176564,0.0014
178794,0.0014
178834,0.0014
179024,0.0014
176344,0.001
176514,0.001
176624,0.001
176684,0.001
176704,0.001
176714,0.001
178734,0.001
178804,0.001
179034,0.001
37153,0.001
72193,0.001
96883,0.001
101023,0.0005
122143,0.0005
132183,0.0005
168144,0.0005
169884,0.0005
169974,0.0005
176404,0.0005
176434,0.0005
176454,0.0005
176484,0.0005
176494,0.0005
176574,0.0005
176594,0.0005
176614,0.0005
176654,0.0005
178624,0.0005
178634,0.0005
178664,0.0005
178784,0.0005
178874,0.0005
178884,0.0005
179064,0.0005
18743,0.0005
25943,0.0005
37253,0.0005
45443,0.0005
45503,0.0005
45603,0.0005
47283,0.0005
48613,0.0005
73743,0.0005
74213,0.0005
75063,0.0005
75803,0.0005
76053,0.0005
76983,0.0005
77393,0.0005
82243,0.0005
87573,0.0005
96983,0.0005
97363,0.0005
